date,month,day,BH,province,discovery source,customerseverity,devicetype_en,service name_en,No_of_incidents
1/1/2019,Jan,Tuesday,BH,Ontario,User Created,1,Others,MISN,16
1/1/2019,Jan,Tuesday,BH,Ontario,User Created,3,Switch,MISN,1
1/1/2019,Jan,Tuesday,NBH,Ontario,User Created,1,Others,MISN,32
1/2/2019,Jan,Wednesday,BH,Ontario,User Created,1,Others,MISN,8
1/2/2019,Jan,Wednesday,BH,Ontario,User Created,4,Router,MISN,1
1/2/2019,Jan,Wednesday,BH,Ontario,User Created,5,Others,MISN,1
1/2/2019,Jan,Wednesday,BH,Ontario,User Created,5,Router,MISN,1
1/2/2019,Jan,Wednesday,BH,Saskatchewan,User Created,4,Others,IPVPN,1
1/2/2019,Jan,Wednesday,BH,State/Province not required,User Created,3,Router,MISN,1
1/2/2019,Jan,Wednesday,NBH,New Brunswick,User Created,2,Other 2,MISN,1
1/2/2019,Jan,Wednesday,NBH,Ontario,User Created,1,Others,MISN,18
1/2/2019,Jan,Wednesday,NBH,Ontario,User Created,1,Switch,MISN,1
1/2/2019,Jan,Wednesday,NBH,Ontario,User Created,3,Router,MISN,1
1/2/2019,Jan,Wednesday,NBH,Ontario,User Created,4,Switch,MISN,1
1/2/2019,Jan,Wednesday,NBH,Saskatchewan,User Created,3,Router,MISN,1
1/3/2019,Jan,Thursday,BH,Alberta,User Created,3,Router,MISN,1
1/3/2019,Jan,Thursday,BH,Alberta,User Created,3,Switch,MISN,1
1/3/2019,Jan,Thursday,BH,Alberta,User Created,4,Router,MISN,1
1/3/2019,Jan,Thursday,BH,British Columbia,User Created,4,Router,MISN,1
1/3/2019,Jan,Thursday,BH,Manitoba,User Created,1,Other 2,MISN,1
1/3/2019,Jan,Thursday,BH,Nova Scotia,User Created,3,Switch,MISN,1
1/3/2019,Jan,Thursday,BH,Ontario,User Created,1,Others,MISN,12
1/3/2019,Jan,Thursday,BH,Ontario,User Created,4,Others,MISN,1
1/3/2019,Jan,Thursday,BH,Saskatchewan,User Created,3,Router,MISN,1
1/3/2019,Jan,Thursday,BH,State/Province not required,User Created,3,Router,MISN,1
1/3/2019,Jan,Thursday,NBH,New Brunswick,User Created,4,Switch,MISN,1
1/3/2019,Jan,Thursday,NBH,Ontario,User Created,1,Others,MISN,14
1/4/2019,Jan,Friday,BH,Alberta,User Created,3,Others,IPVPN,1
1/4/2019,Jan,Friday,BH,Alberta,User Created,3,Router,MISN,1
1/4/2019,Jan,Friday,BH,New Brunswick,User Created,4,Router,MISN,1
1/4/2019,Jan,Friday,BH,Ontario,User Created,1,Others,IPVPN,1
1/4/2019,Jan,Friday,BH,Ontario,User Created,1,Others,MISN,16
1/4/2019,Jan,Friday,BH,Ontario,User Created,3,Others,MISN,1
1/4/2019,Jan,Friday,BH,Saskatchewan,User Created,4,Router,MISN,1
1/4/2019,Jan,Friday,BH,State/Province not required,User Created,3,Router,MISN,2
1/4/2019,Jan,Friday,NBH,Alberta,User Created,3,Others,MISN,1
1/4/2019,Jan,Friday,NBH,Alberta,User Created,3,Router,MISN,1
1/4/2019,Jan,Friday,NBH,Ontario,User Created,1,Others,MISN,32
1/5/2019,Jan,Saturday,BH,Ontario,User Created,1,Others,MISN,16
1/5/2019,Jan,Saturday,NBH,Ontario,User Created,1,Others,MISN,32
1/5/2019,Jan,Saturday,NBH,Ontario,User Created,2,Switch,MISN,1
1/5/2019,Jan,Saturday,NBH,Quebec,User Created,3,Router,MISN,1
1/6/2019,Jan,Sunday,BH,Ontario,User Created,1,Others,MISN,16
1/6/2019,Jan,Sunday,NBH,British Columbia,User Created,3,Router,MISN,1
1/6/2019,Jan,Sunday,NBH,Ontario,User Created,1,Others,MISN,32
1/6/2019,Jan,Sunday,NBH,State/Province not required,User Created,3,Router,MISN,1
1/7/2019,Jan,Monday,BH,Ontario,User Created,1,Others,MISN,16
1/7/2019,Jan,Monday,BH,Ontario,User Created,3,Others,MISN,1
1/7/2019,Jan,Monday,BH,Ontario,User Created,4,Others,IPVPN,1
1/7/2019,Jan,Monday,BH,Ontario,User Created,4,Router,MISN,1
1/7/2019,Jan,Monday,BH,Quebec,User Created,3,Other 2,MISN,2
1/7/2019,Jan,Monday,BH,Quebec,User Created,4,Others,MISN,1
1/7/2019,Jan,Monday,BH,State/Province not required,User Created,2,Router,MISN,1
1/7/2019,Jan,Monday,NBH,Alberta,User Created,3,Switch,MISN,1
1/7/2019,Jan,Monday,NBH,Ontario,User Created,1,Others,MISN,32
1/7/2019,Jan,Monday,NBH,Quebec,User Created,3,Others,IPVPN,1
1/7/2019,Jan,Monday,NBH,Quebec,User Created,4,Router,MISN,1
1/8/2019,Jan,Tuesday,BH,Ontario,User Created,1,Others,MISN,16
1/8/2019,Jan,Tuesday,NBH,Ontario,User Created,1,Others,MISN,32
1/8/2019,Jan,Tuesday,NBH,Ontario,User Created,2,Router,MISN,1
1/9/2019,Jan,Wednesday,BH,Alberta,User Created,3,Router,MISN,1
1/9/2019,Jan,Wednesday,BH,British Columbia,User Created,4,Router,MISN,1
1/9/2019,Jan,Wednesday,BH,Manitoba,User Created,4,Other 2,MISN,1
1/9/2019,Jan,Wednesday,BH,Ontario,User Created,1,Others,MISN,16
1/9/2019,Jan,Wednesday,BH,Ontario,User Created,1,Switch,MISN,1
1/9/2019,Jan,Wednesday,BH,Ontario,User Created,3,Router,MISN,1
1/9/2019,Jan,Wednesday,BH,Quebec,User Created,3,Other 2,MISN,1
1/9/2019,Jan,Wednesday,BH,Quebec,User Created,3,Others,MISN,1
1/9/2019,Jan,Wednesday,BH,Quebec,User Created,4,Others,MISN,1
1/9/2019,Jan,Wednesday,NBH,Ontario,User Created,1,Others,MISN,32
1/9/2019,Jan,Wednesday,NBH,Ontario,User Created,3,Router,MISN,1
1/10/2019,Jan,Thursday,BH,Alberta,User Created,3,Others,IPVPN,1
1/10/2019,Jan,Thursday,BH,Alberta,User Created,3,Router,MISN,1
1/10/2019,Jan,Thursday,BH,Ontario,User Created,1,Others,MISN,4
1/10/2019,Jan,Thursday,BH,Ontario,User Created,3,Router,MISN,3
1/10/2019,Jan,Thursday,BH,Ontario,User Created,4,Others,MISN,1
1/10/2019,Jan,Thursday,BH,Ontario,User Created,4,Router,MISN,1
1/10/2019,Jan,Thursday,BH,Quebec,User Created,3,Others,MISN,2
1/10/2019,Jan,Thursday,BH,Quebec,User Created,3,Router,MISN,2
1/10/2019,Jan,Thursday,BH,Quebec,User Created,4,Others,MISN,2
1/10/2019,Jan,Thursday,NBH,Manitoba,User Created,4,Router,MISN,1
1/10/2019,Jan,Thursday,NBH,New Brunswick,User Created,2,Router,MISN,1
1/10/2019,Jan,Thursday,NBH,Ontario,User Created,1,Others,MISN,18
1/11/2019,Jan,Friday,BH,Manitoba,User Created,4,Router,MISN,1
1/11/2019,Jan,Friday,BH,Ontario,User Created,1,Switch,MISN,1
1/11/2019,Jan,Friday,BH,Ontario,User Created,3,Router,MISN,1
1/11/2019,Jan,Friday,BH,Ontario,User Created,3,Switch,MISN,1
1/11/2019,Jan,Friday,BH,State/Province not required,User Created,3,Others,MISN,1
1/11/2019,Jan,Friday,BH,State/Province not required,User Created,3,Router,MISN,3
1/11/2019,Jan,Friday,NBH,Manitoba,User Created,3,Other 2,MISN,1
1/11/2019,Jan,Friday,NBH,Ontario,User Created,5,Router,MISN,1
1/11/2019,Jan,Friday,NBH,State/Province not required,User Created,3,Others,MISN,1
1/12/2019,Jan,Saturday,BH,Manitoba,User Created,1,Others,IPVPN,1
1/12/2019,Jan,Saturday,BH,Ontario,User Created,1,Others,MISN,12
1/12/2019,Jan,Saturday,BH,Ontario,User Created,3,Others,MISN,3
1/12/2019,Jan,Saturday,BH,Ontario,User Created,3,Router,MISN,1
1/12/2019,Jan,Saturday,BH,Quebec,User Created,4,Other 2,MISN,1
1/12/2019,Jan,Saturday,BH,Quebec,User Created,4,Others,IPVPN,1
1/12/2019,Jan,Saturday,BH,Quebec,User Created,5,Others,IPVPN,1
1/12/2019,Jan,Saturday,NBH,Ontario,User Created,1,Others,MISN,3
1/12/2019,Jan,Saturday,NBH,Ontario,User Created,3,Others,MISN,1
1/12/2019,Jan,Saturday,NBH,State/Province not required,User Created,3,Router,MISN,1
1/13/2019,Jan,Sunday,BH,Ontario,User Created,4,Router,MISN,1
1/13/2019,Jan,Sunday,BH,State/Province not required,User Created,3,Others,IPVPN,1
1/13/2019,Jan,Sunday,BH,State/Province not required,User Created,3,Router,MISN,1
1/13/2019,Jan,Sunday,NBH,State/Province not required,User Created,3,Router,MISN,1
1/14/2019,Jan,Monday,BH,Alberta,User Created,3,Router,MISN,1
1/14/2019,Jan,Monday,BH,Alberta,User Created,3,Switch,MISN,1
1/14/2019,Jan,Monday,BH,British Columbia,User Created,3,Router,MISN,1
1/14/2019,Jan,Monday,BH,Manitoba,User Created,2,Switch,MISN,1
1/14/2019,Jan,Monday,BH,Ontario,User Created,1,Others,MISN,11
1/14/2019,Jan,Monday,BH,Ontario,User Created,4,Others,MISN,1
1/14/2019,Jan,Monday,BH,OtherUSA,User Created,3,Router,MISN,1
1/14/2019,Jan,Monday,BH,Quebec,User Created,3,Other 2,MISN,4
1/14/2019,Jan,Monday,BH,Quebec,User Created,4,Router,MISN,1
1/14/2019,Jan,Monday,BH,State/Province not required,User Created,3,Router,MISN,1
1/14/2019,Jan,Monday,NBH,Ontario,User Created,1,Others,MISN,10
1/14/2019,Jan,Monday,NBH,Quebec,User Created,3,Others,MISN,1
1/14/2019,Jan,Monday,NBH,State/Province not required,User Created,3,Router,MISN,3
1/15/2019,Jan,Tuesday,BH,Ontario,User Created,1,Others,MISN,26
1/15/2019,Jan,Tuesday,BH,Ontario,User Created,3,Others,MISN,1
1/15/2019,Jan,Tuesday,BH,Quebec,User Created,1,Others,MISN,1
1/15/2019,Jan,Tuesday,BH,Quebec,User Created,1,Switch,MISN,1
1/15/2019,Jan,Tuesday,BH,Quebec,User Created,3,Other 2,MISN,1
1/15/2019,Jan,Tuesday,BH,Quebec,User Created,3,Others,MISN,1
1/15/2019,Jan,Tuesday,BH,Quebec,User Created,3,Switch,MISN,1
1/15/2019,Jan,Tuesday,BH,Quebec,User Created,4,Others,MISN,1
1/15/2019,Jan,Tuesday,BH,Saskatchewan,User Created,3,Router,MISN,1
1/15/2019,Jan,Tuesday,BH,State/Province not required,User Created,3,Router,MISN,1
1/15/2019,Jan,Tuesday,NBH,Ontario,User Created,1,Others,MISN,46
1/15/2019,Jan,Tuesday,NBH,Ontario,User Created,4,Router,MISN,1
1/15/2019,Jan,Tuesday,NBH,Quebec,User Created,5,Router,MISN,1
1/15/2019,Jan,Tuesday,NBH,State/Province not required,User Created,3,Router,MISN,1
1/16/2019,Jan,Wednesday,BH,Alberta,User Created,3,Others,MISN,1
1/16/2019,Jan,Wednesday,BH,Alberta,User Created,3,Router,MISN,1
1/16/2019,Jan,Wednesday,BH,British Columbia,User Created,3,Router,MISN,1
1/16/2019,Jan,Wednesday,BH,British Columbia,User Created,5,Others,IPVPN,1
1/16/2019,Jan,Wednesday,BH,Ontario,User Created,1,Others,IPVPN,1
1/16/2019,Jan,Wednesday,BH,Ontario,User Created,1,Others,MISN,26
1/16/2019,Jan,Wednesday,BH,Ontario,User Created,4,Router,MISN,1
1/16/2019,Jan,Wednesday,BH,Ontario,User Created,5,Others,MISN,1
1/16/2019,Jan,Wednesday,BH,Quebec,User Created,3,Others,IPVPN,2
1/16/2019,Jan,Wednesday,BH,Quebec,User Created,4,Router,MISN,1
1/16/2019,Jan,Wednesday,NBH,Ontario,User Created,1,Others,MISN,46
1/16/2019,Jan,Wednesday,NBH,Ontario,User Created,4,Others,IPVPN,1
1/16/2019,Jan,Wednesday,NBH,State/Province not required,User Created,3,Router,MISN,1
1/16/2019,Jan,Wednesday,NBH,State/Province not required,User Created,4,Others,IPVPN,1
1/17/2019,Jan,Thursday,BH,Manitoba,User Created,3,Router,MISN,1
1/17/2019,Jan,Thursday,BH,Newfoundland and Labrador,User Created,3,Router,MISN,1
1/17/2019,Jan,Thursday,BH,Ontario,User Created,1,Others,MISN,4
1/17/2019,Jan,Thursday,BH,Quebec,User Created,3,Other 2,MISN,1
1/17/2019,Jan,Thursday,BH,Quebec,User Created,3,Switch,MISN,1
1/17/2019,Jan,Thursday,BH,State/Province not required,User Created,3,Others,MISN,1
1/17/2019,Jan,Thursday,NBH,Manitoba,User Created,1,Other 2,MISN,1
1/17/2019,Jan,Thursday,NBH,Ontario,User Created,1,Others,MISN,24
1/18/2019,Jan,Friday,BH,Alberta,User Created,2,Other 2,MISN,1
1/18/2019,Jan,Friday,BH,Alberta,User Created,4,Router,MISN,3
1/18/2019,Jan,Friday,BH,New Brunswick,User Created,1,Other 2,MISN,1
1/18/2019,Jan,Friday,BH,Quebec,User Created,3,Other 2,MISN,1
1/18/2019,Jan,Friday,BH,Saskatchewan,User Created,4,Router,MISN,1
1/18/2019,Jan,Friday,BH,State/Province not required,User Created,3,Others,MISN,1
1/18/2019,Jan,Friday,BH,State/Province not required,User Created,3,Router,MISN,1
1/18/2019,Jan,Friday,NBH,Quebec,User Created,3,Other 2,MISN,1
1/19/2019,Jan,Saturday,NBH,Ontario,User Created,4,Router,MISN,1
1/20/2019,Jan,Sunday,NBH,Alberta,User Created,2,Router,MISN,1
1/21/2019,Jan,Monday,BH,Newfoundland and Labrador,User Created,3,Others,MISN,1
1/21/2019,Jan,Monday,BH,Quebec,User Created,1,Others,IPVPN,2
1/21/2019,Jan,Monday,NBH,Ontario,User Created,2,Others,MISN,2
1/21/2019,Jan,Monday,NBH,Quebec,User Created,1,Other 2,MISN,1
1/21/2019,Jan,Monday,NBH,Quebec,User Created,4,Switch,MISN,1
1/22/2019,Jan,Tuesday,BH,British Columbia,User Created,2,Router,MISN,1
1/22/2019,Jan,Tuesday,BH,British Columbia,User Created,2,Switch,MISN,1
1/22/2019,Jan,Tuesday,BH,Ontario,User Created,2,Router,MISN,1
1/22/2019,Jan,Tuesday,BH,Quebec,User Created,2,Other 2,MISN,1
1/22/2019,Jan,Tuesday,BH,Quebec,User Created,3,Other 2,MISN,3
1/22/2019,Jan,Tuesday,BH,Quebec,User Created,3,Others,MISN,1
1/22/2019,Jan,Tuesday,NBH,Ontario,User Created,1,Switch,MISN,1
1/22/2019,Jan,Tuesday,NBH,Ontario,User Created,3,Router,MISN,1
1/22/2019,Jan,Tuesday,NBH,OtherUSA,User Created,3,Router,MISN,1
1/23/2019,Jan,Wednesday,BH,Manitoba,User Created,4,Router,MISN,1
1/23/2019,Jan,Wednesday,BH,Ontario,User Created,3,Others,MISN,1
1/23/2019,Jan,Wednesday,BH,Ontario,User Created,3,Router,MISN,2
1/23/2019,Jan,Wednesday,BH,Ontario,User Created,3,Switch,MISN,1
1/23/2019,Jan,Wednesday,BH,Ontario,User Created,4,Others,IPVPN,1
1/23/2019,Jan,Wednesday,BH,Quebec,User Created,3,Other 2,MISN,2
1/23/2019,Jan,Wednesday,BH,Quebec,User Created,3,Switch,MISN,1
1/23/2019,Jan,Wednesday,BH,Quebec,User Created,4,Other 2,MISN,1
1/23/2019,Jan,Wednesday,BH,Quebec,User Created,4,Switch,MISN,1
1/23/2019,Jan,Wednesday,BH,Quebec,User Created,5,Router,MISN,1
1/23/2019,Jan,Wednesday,BH,Saskatchewan,User Created,3,Switch,MISN,1
1/23/2019,Jan,Wednesday,NBH,British Columbia,User Created,2,Router,MISN,1
1/23/2019,Jan,Wednesday,NBH,British Columbia,User Created,4,Others,MISN,1
1/23/2019,Jan,Wednesday,NBH,Saskatchewan,User Created,4,Router,MISN,1
1/23/2019,Jan,Wednesday,NBH,State/Province not required,User Created,3,Others,MISN,1
1/24/2019,Jan,Thursday,BH,Manitoba,User Created,3,Router,MISN,1
1/24/2019,Jan,Thursday,BH,Ontario,User Created,1,Others,IPVPN,1
1/24/2019,Jan,Thursday,BH,Ontario,User Created,2,Others,MISN,1
1/24/2019,Jan,Thursday,BH,Ontario,User Created,2,Router,MISN,1
1/24/2019,Jan,Thursday,BH,Ontario,User Created,3,Others,MISN,1
1/24/2019,Jan,Thursday,BH,Ontario,User Created,5,Router,MISN,1
1/24/2019,Jan,Thursday,BH,Quebec,User Created,3,Router,MISN,2
1/24/2019,Jan,Thursday,BH,Quebec,User Created,3,Switch,MISN,2
1/24/2019,Jan,Thursday,NBH,Quebec,User Created,3,Others,MISN,1
1/24/2019,Jan,Thursday,NBH,Quebec,User Created,3,Router,MISN,1
1/24/2019,Jan,Thursday,NBH,Quebec,User Created,4,Switch,MISN,1
1/25/2019,Jan,Friday,BH,British Columbia,User Created,3,Others,MISN,2
1/25/2019,Jan,Friday,BH,Manitoba,User Created,3,Others,MISN,2
1/25/2019,Jan,Friday,BH,Manitoba,User Created,3,Router,MISN,1
1/25/2019,Jan,Friday,BH,Ontario,User Created,1,Others,MISN,1
1/25/2019,Jan,Friday,BH,Ontario,User Created,3,Others,MISN,2
1/25/2019,Jan,Friday,BH,Ontario,User Created,3,Router,MISN,1
1/25/2019,Jan,Friday,BH,Quebec,User Created,3,Other 2,MISN,1
1/25/2019,Jan,Friday,BH,Quebec,User Created,3,Switch,MISN,1
1/25/2019,Jan,Friday,NBH,Alberta,User Created,5,Others,IPVPN,1
1/25/2019,Jan,Friday,NBH,Quebec,User Created,3,Other 2,MISN,1
1/25/2019,Jan,Friday,NBH,Quebec,User Created,3,Switch,MISN,2
1/25/2019,Jan,Friday,NBH,Saskatchewan,User Created,3,Router,MISN,1
1/26/2019,Jan,Saturday,BH,British Columbia,User Created,3,Router,MISN,1
1/26/2019,Jan,Saturday,BH,Manitoba,User Created,3,Others,MISN,1
1/26/2019,Jan,Saturday,BH,Ontario,User Created,2,Router,MISN,1
1/26/2019,Jan,Saturday,BH,Quebec,User Created,3,Switch,MISN,1
1/26/2019,Jan,Saturday,NBH,Quebec,User Created,3,Others,MISN,1
1/27/2019,Jan,Sunday,BH,Alberta,User Created,3,Router,MISN,1
1/27/2019,Jan,Sunday,BH,British Columbia,User Created,3,Router,MISN,1
1/27/2019,Jan,Sunday,BH,Ontario,User Created,3,Switch,MISN,1
1/27/2019,Jan,Sunday,NBH,Ontario,User Created,3,Others,MISN,1
1/28/2019,Jan,Monday,BH,Ontario,User Created,3,Others,MISN,2
1/28/2019,Jan,Monday,BH,Quebec,User Created,2,Other 2,MISN,1
1/28/2019,Jan,Monday,BH,Quebec,User Created,3,Other 2,MISN,1
1/28/2019,Jan,Monday,BH,Quebec,User Created,3,Others,MISN,1
1/28/2019,Jan,Monday,BH,Quebec,User Created,4,Others,MISN,1
1/28/2019,Jan,Monday,BH,State/Province not required,User Created,3,Router,MISN,1
1/28/2019,Jan,Monday,NBH,British Columbia,User Created,3,Router,MISN,1
1/28/2019,Jan,Monday,NBH,Manitoba,User Created,5,Switch,MISN,1
1/28/2019,Jan,Monday,NBH,Saskatchewan,User Created,1,Others,IPVPN,1
1/29/2019,Jan,Tuesday,BH,Alberta,User Created,3,Router,MISN,1
1/29/2019,Jan,Tuesday,BH,Alberta,User Created,4,Others,IPVPN,1
1/29/2019,Jan,Tuesday,BH,Ontario,User Created,3,Others,MISN,1
1/29/2019,Jan,Tuesday,BH,Ontario,User Created,4,Others,IPVPN,1
1/29/2019,Jan,Tuesday,BH,Ontario,User Created,4,Switch,MISN,1
1/29/2019,Jan,Tuesday,BH,Quebec,User Created,3,Router,MISN,2
1/29/2019,Jan,Tuesday,BH,State/Province not required,User Created,2,Router,MISN,1
1/29/2019,Jan,Tuesday,NBH,Ontario,User Created,2,Switch,MISN,1
1/29/2019,Jan,Tuesday,NBH,Ontario,User Created,3,Others,MISN,1
1/30/2019,Jan,Wednesday,BH,Manitoba,User Created,3,Router,MISN,1
1/30/2019,Jan,Wednesday,BH,Ontario,User Created,1,Router,MISN,1
1/30/2019,Jan,Wednesday,BH,Ontario,User Created,3,Router,MISN,1
1/30/2019,Jan,Wednesday,BH,Ontario,User Created,5,Router,MISN,2
1/30/2019,Jan,Wednesday,BH,OtherUSA,User Created,4,Others,IPVPN,1
1/30/2019,Jan,Wednesday,BH,Quebec,User Created,1,Other 2,MISN,1
1/30/2019,Jan,Wednesday,BH,Quebec,User Created,1,Others,IPVPN,1
1/30/2019,Jan,Wednesday,BH,Quebec,User Created,3,Others,MISN,1
1/30/2019,Jan,Wednesday,BH,Quebec,User Created,3,Router,MISN,2
1/30/2019,Jan,Wednesday,BH,State/Province not required,User Created,1,Switch,MISN,1
1/30/2019,Jan,Wednesday,NBH,Ontario,User Created,4,Switch,MISN,1
1/30/2019,Jan,Wednesday,NBH,Quebec,User Created,1,Switch,MISN,1
1/30/2019,Jan,Wednesday,NBH,Quebec,User Created,3,Others,MISN,1
1/30/2019,Jan,Wednesday,NBH,Quebec,User Created,3,Router,MISN,1
1/31/2019,Jan,Thursday,BH,Alberta,User Created,2,Router,MISN,1
1/31/2019,Jan,Thursday,BH,Alberta,User Created,3,Others,IPVPN,1
1/31/2019,Jan,Thursday,BH,Manitoba,User Created,1,Other 2,MISN,2
1/31/2019,Jan,Thursday,BH,Nova Scotia,User Created,3,Others,MISN,1
1/31/2019,Jan,Thursday,BH,Ontario,User Created,4,Router,MISN,2
1/31/2019,Jan,Thursday,BH,Quebec,User Created,3,Other 2,MISN,1
1/31/2019,Jan,Thursday,BH,Quebec,User Created,4,Switch,MISN,1
1/31/2019,Jan,Thursday,BH,Saskatchewan,User Created,3,Others,MISN,1
1/31/2019,Jan,Thursday,BH,State/Province not required,User Created,3,Router,MISN,1
1/31/2019,Jan,Thursday,NBH,Manitoba,User Created,1,Other 2,MISN,1
2/1/2019,Feb,Friday,BH,Newfoundland and Labrador,User Created,3,Others,IPVPN,1
2/1/2019,Feb,Friday,BH,Newfoundland and Labrador,User Created,3,Router,MISN,1
2/1/2019,Feb,Friday,BH,Ontario,User Created,1,Switch,MISN,1
2/1/2019,Feb,Friday,BH,Ontario,User Created,3,Others,MISN,2
2/1/2019,Feb,Friday,BH,Quebec,User Created,3,Others,MISN,2
2/1/2019,Feb,Friday,BH,Saskatchewan,User Created,3,Router,MISN,1
2/1/2019,Feb,Friday,NBH,Nova Scotia,User Created,1,Others,IPVPN,1
2/1/2019,Feb,Friday,NBH,Quebec,User Created,3,Router,MISN,1
2/1/2019,Feb,Friday,NBH,State/Province not required,User Created,3,Router,MISN,1
2/2/2019,Feb,Saturday,BH,British Columbia,User Created,4,Router,MISN,1
2/2/2019,Feb,Saturday,BH,Ontario,User Created,1,Others,IPVPN,1
2/2/2019,Feb,Saturday,NBH,Alberta,User Created,1,Others,IPVPN,1
2/2/2019,Feb,Saturday,NBH,Alberta,User Created,2,Router,MISN,1
2/2/2019,Feb,Saturday,NBH,Manitoba,User Created,1,Others,IPVPN,1
2/2/2019,Feb,Saturday,NBH,Ontario,User Created,1,Other 2,MISN,1
2/2/2019,Feb,Saturday,NBH,Ontario,User Created,3,Others,MISN,1
2/3/2019,Feb,Sunday,BH,Ontario,User Created,3,Others,IPVPN,1
2/3/2019,Feb,Sunday,BH,Quebec,User Created,4,Router,MISN,1
2/4/2019,Feb,Monday,BH,Alberta,User Created,4,Router,MISN,1
2/4/2019,Feb,Monday,BH,British Columbia,User Created,1,Others,IPVPN,1
2/4/2019,Feb,Monday,BH,Ontario,User Created,1,Others,IPVPN,2
2/4/2019,Feb,Monday,BH,Ontario,User Created,1,Others,MISN,8
2/4/2019,Feb,Monday,BH,Ontario,User Created,3,Others,IPVPN,1
2/4/2019,Feb,Monday,BH,Ontario,User Created,3,Router,MISN,1
2/4/2019,Feb,Monday,BH,Quebec,User Created,3,Router,MISN,3
2/4/2019,Feb,Monday,BH,Quebec,User Created,4,Others,MISN,1
2/4/2019,Feb,Monday,NBH,Alberta,User Created,3,Router,MISN,2
2/4/2019,Feb,Monday,NBH,British Columbia,User Created,3,Others,IPVPN,1
2/5/2019,Feb,Tuesday,BH,British Columbia,User Created,4,Router,MISN,1
2/5/2019,Feb,Tuesday,BH,British Columbia,User Created,4,Switch,MISN,1
2/5/2019,Feb,Tuesday,BH,Ontario,User Created,1,Others,MISN,28
2/5/2019,Feb,Tuesday,BH,Ontario,User Created,3,Router,MISN,1
2/5/2019,Feb,Tuesday,BH,OtherUSA,User Created,1,Switch,MISN,1
2/5/2019,Feb,Tuesday,BH,Quebec,User Created,1,Others,IPVPN,1
2/5/2019,Feb,Tuesday,BH,Quebec,User Created,2,Other 2,MISN,1
2/5/2019,Feb,Tuesday,BH,Quebec,User Created,3,Other 2,MISN,4
2/5/2019,Feb,Tuesday,BH,Quebec,User Created,3,Others,MISN,1
2/5/2019,Feb,Tuesday,BH,Quebec,User Created,3,Router,MISN,1
2/5/2019,Feb,Tuesday,BH,Saskatchewan,User Created,4,Router,MISN,1
2/5/2019,Feb,Tuesday,NBH,Nova Scotia,User Created,3,Router,MISN,1
2/5/2019,Feb,Tuesday,NBH,Ontario,User Created,1,Others,MISN,7
2/5/2019,Feb,Tuesday,NBH,Ontario,User Created,3,Other 2,MISN,1
2/5/2019,Feb,Tuesday,NBH,Ontario,User Created,3,Others,MISN,2
2/5/2019,Feb,Tuesday,NBH,Ontario,User Created,3,Router,MISN,1
2/5/2019,Feb,Tuesday,NBH,Quebec,User Created,1,Others,IPVPN,1
2/5/2019,Feb,Tuesday,NBH,Quebec,User Created,3,Router,MISN,1
2/6/2019,Feb,Wednesday,BH,Ontario,User Created,1,Others,IPVPN,2
2/6/2019,Feb,Wednesday,BH,Ontario,User Created,3,Others,MISN,1
2/6/2019,Feb,Wednesday,BH,Ontario,User Created,4,Switch,MISN,1
2/6/2019,Feb,Wednesday,BH,OtherUSA,User Created,4,Router,MISN,1
2/6/2019,Feb,Wednesday,BH,Quebec,User Created,1,Switch,MISN,1
2/6/2019,Feb,Wednesday,BH,Quebec,User Created,3,Other 2,MISN,1
2/6/2019,Feb,Wednesday,BH,Quebec,User Created,3,Switch,MISN,1
2/6/2019,Feb,Wednesday,BH,State/Province not required,User Created,3,Router,MISN,1
2/6/2019,Feb,Wednesday,NBH,Alberta,User Created,1,Others,IPVPN,1
2/7/2019,Feb,Thursday,BH,Alberta,User Created,1,Router,MISN,1
2/7/2019,Feb,Thursday,BH,Alberta,User Created,4,Others,MISN,1
2/7/2019,Feb,Thursday,BH,British Columbia,User Created,4,Others,IPVPN,1
2/7/2019,Feb,Thursday,BH,Ontario,User Created,4,Others,IPVPN,1
2/7/2019,Feb,Thursday,BH,OtherUSA,User Created,3,Others,IPVPN,2
2/7/2019,Feb,Thursday,BH,Quebec,User Created,1,Other 2,MISN,1
2/7/2019,Feb,Thursday,BH,Quebec,User Created,1,Others,IPVPN,2
2/7/2019,Feb,Thursday,BH,Quebec,User Created,3,Other 2,MISN,1
2/7/2019,Feb,Thursday,BH,Quebec,User Created,3,Others,IPVPN,1
2/7/2019,Feb,Thursday,BH,Quebec,User Created,4,Others,MISN,2
2/7/2019,Feb,Thursday,BH,State/Province not required,User Created,1,Router,MISN,1
2/7/2019,Feb,Thursday,BH,State/Province not required,User Created,3,Router,MISN,1
2/7/2019,Feb,Thursday,NBH,Quebec,User Created,3,Other 2,MISN,1
2/8/2019,Feb,Friday,BH,New Brunswick,User Created,3,Other 2,MISN,1
2/8/2019,Feb,Friday,BH,Ontario,User Created,1,Others,IPVPN,1
2/8/2019,Feb,Friday,BH,Ontario,User Created,1,Others,MISN,32
2/8/2019,Feb,Friday,BH,Ontario,User Created,2,Others,IPVPN,1
2/8/2019,Feb,Friday,BH,Ontario,User Created,3,Others,IPVPN,5
2/8/2019,Feb,Friday,BH,Ontario,User Created,3,Router,MISN,1
2/8/2019,Feb,Friday,BH,Ontario,User Created,3,Switch,MISN,1
2/8/2019,Feb,Friday,BH,Ontario,User Created,4,Router,MISN,2
