date,month,day,BH,province,discovery source,customerseverity,devicetype_en,service name_en,No_of_incidents
6/26/2019,Jun,Wednesday,NBH,Alberta,User Created,3,Router,MISN,1
6/26/2019,Jun,Wednesday,NBH,Manitoba,User Created,3,Others,IPVPN,1
6/26/2019,Jun,Wednesday,NBH,Ontario,User Created,1,Others,IPVPN,1
6/26/2019,Jun,Wednesday,NBH,Ontario,User Created,3,Router,MISN,1
6/26/2019,Jun,Wednesday,NBH,Ontario,User Created,4,Others,MISN,1
6/26/2019,Jun,Wednesday,NBH,Ontario,User Created,4,Router,MISN,1
6/26/2019,Jun,Wednesday,NBH,State/Province not required,User Created,1,Others,MISN,1
6/27/2019,Jun,Thursday,BH,British Columbia,User Created,2,Others,MISN,1
6/27/2019,Jun,Thursday,BH,New Brunswick,User Created,3,Router,MISN,1
6/27/2019,Jun,Thursday,BH,Ontario,User Created,1,Others,IPVPN,1
6/27/2019,Jun,Thursday,BH,Ontario,User Created,3,Others,MISN,2
6/27/2019,Jun,Thursday,BH,Quebec,User Created,3,Other 2,MISN,13
6/27/2019,Jun,Thursday,NBH,Ontario,User Created,1,Others,IPVPN,1
6/27/2019,Jun,Thursday,NBH,Quebec,User Created,4,Switch,MISN,1
6/28/2019,Jun,Friday,BH,Alberta,User Created,3,Router,MISN,1
6/28/2019,Jun,Friday,BH,British Columbia,User Created,3,Router,MISN,1
6/28/2019,Jun,Friday,BH,Manitoba,User Created,1,Switch,MISN,1
6/28/2019,Jun,Friday,BH,Nova Scotia,User Created,3,Router,MISN,1
6/28/2019,Jun,Friday,BH,Ontario,User Created,3,Others,MISN,1
6/28/2019,Jun,Friday,BH,Ontario,User Created,3,Router,MISN,1
6/28/2019,Jun,Friday,BH,Ontario,User Created,3,Switch,MISN,1
6/28/2019,Jun,Friday,BH,OtherCanada,User Created,3,Others,IPVPN,1
6/28/2019,Jun,Friday,BH,OtherUSA,User Created,2,Others,MISN,1
6/28/2019,Jun,Friday,BH,Quebec,User Created,1,Other 2,MISN,1
6/28/2019,Jun,Friday,BH,Quebec,User Created,4,Other 2,MISN,2
6/28/2019,Jun,Friday,BH,Quebec,User Created,4,Others,IPVPN,1
6/28/2019,Jun,Friday,BH,Saskatchewan,User Created,4,Router,MISN,1
6/28/2019,Jun,Friday,BH,State/Province not required,User Created,1,Router,MISN,1
6/28/2019,Jun,Friday,NBH,Manitoba,User Created,2,Switch,MISN,1
6/28/2019,Jun,Friday,NBH,Manitoba,User Created,3,Other 2,MISN,1
6/28/2019,Jun,Friday,NBH,Manitoba,User Created,3,Others,IPVPN,1
6/28/2019,Jun,Friday,NBH,Ontario,User Created,1,Others,IPVPN,1
6/28/2019,Jun,Friday,NBH,Ontario,User Created,4,Others,MISN,1
6/28/2019,Jun,Friday,NBH,State/Province not required,User Created,1,Others,IPVPN,1
6/29/2019,Jun,Saturday,BH,British Columbia,User Created,3,Router,MISN,1
6/29/2019,Jun,Saturday,BH,State/Province not required,User Created,3,Others,IPVPN,1
6/29/2019,Jun,Saturday,NBH,British Columbia,User Created,3,Router,MISN,1
6/29/2019,Jun,Saturday,NBH,Ontario,User Created,4,Router,MISN,2
6/29/2019,Jun,Saturday,NBH,Quebec,User Created,4,Router,MISN,1
6/29/2019,Jun,Saturday,NBH,Saskatchewan,User Created,4,Router,MISN,1
6/30/2019,Jun,Sunday,BH,Alberta,User Created,3,Switch,MISN,1
6/30/2019,Jun,Sunday,BH,Manitoba,User Created,4,Router,MISN,1
6/30/2019,Jun,Sunday,BH,New Brunswick,User Created,3,Router,MISN,1
6/30/2019,Jun,Sunday,BH,Ontario,User Created,3,Switch,MISN,1
6/30/2019,Jun,Sunday,NBH,Ontario,User Created,3,Router,MISN,1
6/30/2019,Jun,Sunday,NBH,Ontario,User Created,4,Router,MISN,1
7/1/2019,Jul,Monday,BH,Saskatchewan,User Created,1,Others,IPVPN,1
7/1/2019,Jul,Monday,NBH,Quebec,User Created,1,Others,IPVPN,1
7/1/2019,Jul,Monday,NBH,Quebec,User Created,4,Router,MISN,1
7/2/2019,Jul,Tuesday,BH,Alberta,User Created,2,Other 2,MISN,1
7/2/2019,Jul,Tuesday,BH,Alberta,User Created,3,Others,MISN,1
7/2/2019,Jul,Tuesday,BH,Ontario,User Created,1,Others,IPVPN,1
7/2/2019,Jul,Tuesday,BH,Ontario,User Created,1,Others,MISN,1
7/2/2019,Jul,Tuesday,BH,Ontario,User Created,2,Router,MISN,1
7/2/2019,Jul,Tuesday,BH,OtherCanada,User Created,5,Others,IPVPN,1
7/2/2019,Jul,Tuesday,BH,OtherUSA,User Created,1,Others,MISN,1
7/2/2019,Jul,Tuesday,BH,Quebec,User Created,1,Others,IPVPN,1
7/2/2019,Jul,Tuesday,BH,Quebec,User Created,2,Other 2,MISN,1
7/2/2019,Jul,Tuesday,BH,Quebec,User Created,2,Others,MISN,1
7/2/2019,Jul,Tuesday,BH,Quebec,User Created,3,Other 2,MISN,1
7/2/2019,Jul,Tuesday,BH,Quebec,User Created,3,Others,MISN,1
7/2/2019,Jul,Tuesday,BH,State/Province not required,User Created,1,Router,MISN,1
7/2/2019,Jul,Tuesday,NBH,OtherCanada,User Created,2,Others,IPVPN,1
7/2/2019,Jul,Tuesday,NBH,Quebec,User Created,1,Others,IPVPN,1
7/3/2019,Jul,Wednesday,BH,Manitoba,User Created,1,Others,MISN,1
7/3/2019,Jul,Wednesday,BH,Manitoba,User Created,3,Router,MISN,1
7/3/2019,Jul,Wednesday,BH,Nova Scotia,User Created,3,Router,MISN,1
7/3/2019,Jul,Wednesday,BH,Ontario,User Created,4,Router,MISN,1
7/3/2019,Jul,Wednesday,BH,Quebec,User Created,3,Others,MISN,1
7/3/2019,Jul,Wednesday,BH,Quebec,User Created,3,Router,MISN,1
7/3/2019,Jul,Wednesday,BH,Quebec,User Created,4,Router,MISN,1
7/3/2019,Jul,Wednesday,BH,Quebec,User Created,5,Others,IPVPN,1
7/3/2019,Jul,Wednesday,BH,Saskatchewan,User Created,3,Router,MISN,1
7/3/2019,Jul,Wednesday,NBH,Manitoba,User Created,1,Others,IPVPN,1
7/3/2019,Jul,Wednesday,NBH,Ontario,User Created,1,Others,IPVPN,1
7/3/2019,Jul,Wednesday,NBH,Ontario,User Created,3,Others,IPVPN,1
7/3/2019,Jul,Wednesday,NBH,Ontario,User Created,3,Switch,MISN,1
7/3/2019,Jul,Wednesday,NBH,Ontario,User Created,4,Router,MISN,1
7/3/2019,Jul,Wednesday,NBH,Quebec,User Created,4,Other 2,MISN,1
7/3/2019,Jul,Wednesday,NBH,Quebec,User Created,4,Router,MISN,1
7/3/2019,Jul,Wednesday,NBH,Saskatchewan,User Created,1,Others,IPVPN,1
7/3/2019,Jul,Wednesday,NBH,Saskatchewan,User Created,4,Others,IPVPN,1
7/3/2019,Jul,Wednesday,NBH,State/Province not required,User Created,3,Router,MISN,1
7/4/2019,Jul,Thursday,BH,Ontario,User Created,2,Others,MISN,1
7/4/2019,Jul,Thursday,BH,Ontario,User Created,2,Router,MISN,1
7/4/2019,Jul,Thursday,BH,Ontario,User Created,3,Other 2,MISN,10
7/4/2019,Jul,Thursday,BH,Ontario,User Created,3,Router,MISN,1
7/4/2019,Jul,Thursday,BH,Ontario,User Created,4,Others,IPVPN,1
7/4/2019,Jul,Thursday,BH,Ontario,User Created,4,Others,MISN,1
7/4/2019,Jul,Thursday,BH,Quebec,User Created,2,Others,IPVPN,1
7/4/2019,Jul,Thursday,BH,Quebec,User Created,3,Other 2,MISN,5
7/4/2019,Jul,Thursday,BH,Saskatchewan,User Created,3,Router,MISN,1
7/4/2019,Jul,Thursday,NBH,Alberta,User Created,2,Router,MISN,1
7/4/2019,Jul,Thursday,NBH,Alberta,User Created,3,Others,IPVPN,1
7/4/2019,Jul,Thursday,NBH,Alberta,User Created,4,Router,MISN,1
7/4/2019,Jul,Thursday,NBH,Quebec,User Created,1,Other 2,MISN,1
7/4/2019,Jul,Thursday,NBH,Quebec,User Created,3,Others,IPVPN,1
7/4/2019,Jul,Thursday,NBH,Quebec,User Created,5,Switch,MISN,1
7/5/2019,Jul,Friday,BH,Alberta,User Created,1,Others,IPVPN,1
7/5/2019,Jul,Friday,BH,British Columbia,User Created,1,Others,IPVPN,1
7/5/2019,Jul,Friday,BH,Ontario,User Created,3,Others,IPVPN,8
7/5/2019,Jul,Friday,BH,Quebec,User Created,3,Router,MISN,1
7/5/2019,Jul,Friday,NBH,State/Province not required,User Created,3,Router,MISN,1
7/6/2019,Jul,Saturday,BH,Ontario,User Created,4,Router,MISN,1
7/6/2019,Jul,Saturday,NBH,British Columbia,User Created,4,Router,MISN,1
7/6/2019,Jul,Saturday,NBH,Ontario,User Created,4,Router,MISN,2
7/6/2019,Jul,Saturday,NBH,Quebec,User Created,4,Router,MISN,1
7/7/2019,Jul,Sunday,BH,Alberta,User Created,3,Switch,MISN,1
7/7/2019,Jul,Sunday,BH,Alberta,User Created,4,Router,MISN,1
7/7/2019,Jul,Sunday,BH,Quebec,User Created,4,Router,MISN,1
7/7/2019,Jul,Sunday,NBH,Alberta,User Created,5,Router,MISN,1
7/8/2019,Jul,Monday,BH,Alberta,User Created,1,Others,IPVPN,1
7/8/2019,Jul,Monday,BH,Alberta,User Created,5,Switch,MISN,1
7/8/2019,Jul,Monday,BH,Manitoba,User Created,1,Others,IPVPN,1
7/8/2019,Jul,Monday,BH,Manitoba,User Created,3,Router,MISN,1
7/8/2019,Jul,Monday,BH,Ontario,User Created,3,Others,MISN,1
7/8/2019,Jul,Monday,BH,Ontario,User Created,3,Switch,MISN,1
7/8/2019,Jul,Monday,BH,Quebec,User Created,1,Others,IPVPN,1
7/8/2019,Jul,Monday,BH,Quebec,User Created,1,Others,MISN,1
7/8/2019,Jul,Monday,BH,Quebec,User Created,3,Router,MISN,1
7/8/2019,Jul,Monday,NBH,British Columbia,User Created,3,Others,IPVPN,1
7/8/2019,Jul,Monday,NBH,New Brunswick,User Created,3,Others,IPVPN,1
7/8/2019,Jul,Monday,NBH,Saskatchewan,User Created,4,Others,MISN,1
7/9/2019,Jul,Tuesday,BH,Alberta,User Created,3,Others,MISN,1
7/9/2019,Jul,Tuesday,BH,Alberta,User Created,4,Router,MISN,1
7/9/2019,Jul,Tuesday,BH,Newfoundland and Labrador,User Created,3,Others,IPVPN,1
7/9/2019,Jul,Tuesday,BH,Ontario,User Created,1,Others,MISN,1
7/9/2019,Jul,Tuesday,BH,Ontario,User Created,2,Others,MISN,1
7/9/2019,Jul,Tuesday,BH,Ontario,User Created,3,Others,MISN,1
7/9/2019,Jul,Tuesday,BH,Ontario,User Created,4,Switch,MISN,1
7/9/2019,Jul,Tuesday,BH,Quebec,User Created,3,Other 2,MISN,1
7/9/2019,Jul,Tuesday,BH,Quebec,User Created,3,Others,MISN,1
7/9/2019,Jul,Tuesday,BH,Quebec,User Created,5,Switch,MISN,1
7/9/2019,Jul,Tuesday,BH,Saskatchewan,User Created,3,Router,MISN,1
7/9/2019,Jul,Tuesday,NBH,British Columbia,User Created,4,Others,IPVPN,1
7/9/2019,Jul,Tuesday,NBH,Nova Scotia,User Created,4,Others,IPVPN,1
7/9/2019,Jul,Tuesday,NBH,Quebec,User Created,1,Others,IPVPN,1
7/10/2019,Jul,Wednesday,BH,British Columbia,User Created,2,Others,IPVPN,1
7/10/2019,Jul,Wednesday,BH,Manitoba,User Created,4,Others,MISN,1
7/10/2019,Jul,Wednesday,BH,Ontario,User Created,1,Others,IPVPN,1
7/10/2019,Jul,Wednesday,BH,Quebec,User Created,3,Others,IPVPN,1
7/10/2019,Jul,Wednesday,BH,Quebec,User Created,4,Other 2,MISN,1
7/10/2019,Jul,Wednesday,BH,Quebec,User Created,4,Others,MISN,1
7/10/2019,Jul,Wednesday,BH,Saskatchewan,User Created,4,Others,MISN,1
7/10/2019,Jul,Wednesday,NBH,Manitoba,User Created,1,Others,IPVPN,1
7/10/2019,Jul,Wednesday,NBH,Nova Scotia,User Created,4,Switch,MISN,1
7/10/2019,Jul,Wednesday,NBH,Ontario,User Created,4,Router,MISN,1
7/10/2019,Jul,Wednesday,NBH,OtherCanada,User Created,3,Others,IPVPN,1
7/11/2019,Jul,Thursday,BH,Alberta,User Created,3,Others,IPVPN,1
7/11/2019,Jul,Thursday,BH,Manitoba,User Created,1,Others,IPVPN,1
7/11/2019,Jul,Thursday,BH,Manitoba,User Created,3,Others,IPVPN,1
7/11/2019,Jul,Thursday,BH,Ontario,User Created,1,Others,IPVPN,1
7/11/2019,Jul,Thursday,BH,Ontario,User Created,1,Others,MISN,3
7/11/2019,Jul,Thursday,BH,Ontario,User Created,3,Others,IPVPN,1
7/11/2019,Jul,Thursday,BH,Ontario,User Created,4,Other 2,MISN,1
7/11/2019,Jul,Thursday,BH,Quebec,User Created,4,Other 2,MISN,2
7/11/2019,Jul,Thursday,BH,Saskatchewan,User Created,3,Others,IPVPN,1
7/11/2019,Jul,Thursday,NBH,British Columbia,User Created,3,Others,IPVPN,1
7/11/2019,Jul,Thursday,NBH,Ontario,User Created,3,Others,IPVPN,1
7/11/2019,Jul,Thursday,NBH,Quebec,User Created,1,Other 2,MISN,1
7/11/2019,Jul,Thursday,NBH,Quebec,User Created,1,Others,IPVPN,2
7/11/2019,Jul,Thursday,NBH,Saskatchewan,User Created,2,Others,MISN,1
7/12/2019,Jul,Friday,BH,Alberta,User Created,3,Others,IPVPN,2
7/12/2019,Jul,Friday,BH,British Columbia,User Created,4,Other 2,MISN,1
7/12/2019,Jul,Friday,BH,Ontario,User Created,1,Others,IPVPN,1
7/12/2019,Jul,Friday,BH,Ontario,User Created,3,Router,MISN,1
7/12/2019,Jul,Friday,BH,Ontario,User Created,3,Switch,MISN,1
7/12/2019,Jul,Friday,BH,Ontario,User Created,4,Other 2,MISN,5
7/12/2019,Jul,Friday,BH,Ontario,User Created,4,Others,MISN,1
7/12/2019,Jul,Friday,BH,Quebec,User Created,1,Others,IPVPN,1
7/12/2019,Jul,Friday,BH,Quebec,User Created,2,Others,IPVPN,1
7/12/2019,Jul,Friday,BH,Quebec,User Created,4,Other 2,MISN,7
7/12/2019,Jul,Friday,BH,Quebec,User Created,4,Switch,MISN,1
7/12/2019,Jul,Friday,BH,State/Province not required,User Created,1,Router,MISN,1
7/12/2019,Jul,Friday,NBH,Ontario,User Created,4,Router,MISN,1
7/12/2019,Jul,Friday,NBH,OtherCanada,User Created,1,Others,IPVPN,1
7/12/2019,Jul,Friday,NBH,OtherCanada,User Created,3,Others,IPVPN,1
7/12/2019,Jul,Friday,NBH,Quebec,User Created,1,Others,IPVPN,1
7/13/2019,Jul,Saturday,BH,Alberta,User Created,4,Router,MISN,1
7/13/2019,Jul,Saturday,BH,British Columbia,User Created,5,Router,MISN,1
7/13/2019,Jul,Saturday,BH,State/Province not required,User Created,1,Router,MISN,1
7/13/2019,Jul,Saturday,BH,State/Province not required,User Created,2,Others,IPVPN,1
7/13/2019,Jul,Saturday,BH,State/Province not required,User Created,2,Router,MISN,1
7/13/2019,Jul,Saturday,NBH,Alberta,User Created,3,Router,MISN,1
7/13/2019,Jul,Saturday,NBH,Ontario,User Created,1,Others,MISN,1
7/14/2019,Jul,Sunday,BH,Alberta,User Created,3,Router,MISN,1
7/14/2019,Jul,Sunday,BH,Manitoba,User Created,4,Others,IPVPN,1
7/14/2019,Jul,Sunday,NBH,Ontario,User Created,3,Others,MISN,1
7/14/2019,Jul,Sunday,NBH,Ontario,User Created,3,Router,MISN,1
7/15/2019,Jul,Monday,BH,Manitoba,User Created,4,Router,MISN,1
7/15/2019,Jul,Monday,BH,Ontario,User Created,2,Others,IPVPN,1
7/15/2019,Jul,Monday,BH,Ontario,User Created,4,Router,MISN,1
7/15/2019,Jul,Monday,BH,Ontario,User Created,4,Switch,MISN,1
7/15/2019,Jul,Monday,BH,Quebec,User Created,3,Others,IPVPN,1
7/15/2019,Jul,Monday,BH,Quebec,User Created,3,Others,MISN,1
7/15/2019,Jul,Monday,BH,Quebec,User Created,4,Switch,MISN,1
7/15/2019,Jul,Monday,BH,Quebec,User Created,5,Router,MISN,1
7/15/2019,Jul,Monday,NBH,Ontario,User Created,1,Others,IPVPN,1
7/15/2019,Jul,Monday,NBH,Quebec,User Created,1,Others,IPVPN,1
7/15/2019,Jul,Monday,NBH,Quebec,User Created,1,Others,MISN,1
7/15/2019,Jul,Monday,NBH,Quebec,User Created,2,Others,MISN,1
7/15/2019,Jul,Monday,NBH,Saskatchewan,User Created,1,Others,IPVPN,1
7/15/2019,Jul,Monday,NBH,Saskatchewan,User Created,3,Router,MISN,1
7/15/2019,Jul,Monday,NBH,Saskatchewan,User Created,4,Router,MISN,2
7/16/2019,Jul,Tuesday,BH,Alberta,User Created,4,Others,MISN,1
7/16/2019,Jul,Tuesday,BH,Ontario,User Created,3,Others,IPVPN,2
7/16/2019,Jul,Tuesday,BH,Saskatchewan,User Created,1,Others,IPVPN,1
7/16/2019,Jul,Tuesday,BH,State/Province not required,User Created,3,Others,IPVPN,1
7/16/2019,Jul,Tuesday,NBH,Ontario,User Created,1,Router,MISN,1
7/16/2019,Jul,Tuesday,NBH,Ontario,User Created,3,Others,MISN,1
7/16/2019,Jul,Tuesday,NBH,OtherCanada,User Created,4,Others,IPVPN,1
7/16/2019,Jul,Tuesday,NBH,Quebec,User Created,4,Switch,MISN,1
7/16/2019,Jul,Tuesday,NBH,Saskatchewan,User Created,3,Others,IPVPN,1
7/16/2019,Jul,Tuesday,NBH,Saskatchewan,User Created,3,Router,MISN,1
7/16/2019,Jul,Tuesday,NBH,State/Province not required,User Created,1,Router,MISN,1
7/17/2019,Jul,Wednesday,BH,Alberta,User Created,5,Router,MISN,1
7/17/2019,Jul,Wednesday,BH,Ontario,User Created,1,Others,IPVPN,1
7/17/2019,Jul,Wednesday,BH,Ontario,User Created,3,Others,IPVPN,7
7/17/2019,Jul,Wednesday,BH,Ontario,User Created,3,Others,MISN,1
7/17/2019,Jul,Wednesday,BH,Quebec,User Created,1,Other 2,MISN,1
7/17/2019,Jul,Wednesday,NBH,Ontario,User Created,1,Others,IPVPN,3
7/17/2019,Jul,Wednesday,NBH,OtherCanada,User Created,3,Others,IPVPN,1
7/18/2019,Jul,Thursday,BH,Alberta,User Created,4,Other 2,MISN,2
7/18/2019,Jul,Thursday,BH,British Columbia,User Created,3,Others,IPVPN,1
7/18/2019,Jul,Thursday,BH,British Columbia,User Created,4,Other 2,MISN,6
7/18/2019,Jul,Thursday,BH,Manitoba,User Created,5,Others,MISN,1
7/18/2019,Jul,Thursday,BH,Ontario,User Created,1,Others,IPVPN,1
7/18/2019,Jul,Thursday,BH,Ontario,User Created,3,Router,MISN,1
7/18/2019,Jul,Thursday,BH,Ontario,User Created,3,Switch,MISN,1
7/18/2019,Jul,Thursday,BH,Ontario,User Created,4,Other 2,MISN,2
7/18/2019,Jul,Thursday,BH,Ontario,User Created,4,Switch,MISN,1
7/18/2019,Jul,Thursday,BH,Quebec,User Created,4,Other 2,MISN,4
7/18/2019,Jul,Thursday,BH,Saskatchewan,User Created,4,Other 2,MISN,1
7/18/2019,Jul,Thursday,NBH,Alberta,User Created,1,Others,IPVPN,1
7/18/2019,Jul,Thursday,NBH,British Columbia,User Created,4,Router,MISN,1
7/18/2019,Jul,Thursday,NBH,Ontario,User Created,1,Others,IPVPN,1
7/18/2019,Jul,Thursday,NBH,Ontario,User Created,3,Others,IPVPN,1
7/18/2019,Jul,Thursday,NBH,Ontario,User Created,4,Router,MISN,1
7/18/2019,Jul,Thursday,NBH,Quebec,User Created,1,Others,IPVPN,1
7/18/2019,Jul,Thursday,NBH,Quebec,User Created,3,Router,MISN,1
7/18/2019,Jul,Thursday,NBH,Saskatchewan,User Created,4,Router,MISN,1
7/19/2019,Jul,Friday,BH,Manitoba,User Created,3,Router,MISN,1
7/19/2019,Jul,Friday,BH,Newfoundland and Labrador,User Created,4,Switch,MISN,1
7/19/2019,Jul,Friday,BH,Ontario,User Created,4,Router,MISN,1
7/19/2019,Jul,Friday,BH,Quebec,User Created,3,Others,MISN,1
7/19/2019,Jul,Friday,NBH,British Columbia,User Created,3,Router,MISN,1
7/19/2019,Jul,Friday,NBH,Ontario,User Created,4,Router,MISN,1
7/19/2019,Jul,Friday,NBH,Quebec,User Created,1,Others,IPVPN,1
7/20/2019,Jul,Saturday,BH,Ontario,User Created,1,Others,IPVPN,4
7/20/2019,Jul,Saturday,BH,Ontario,User Created,3,Others,MISN,3
7/20/2019,Jul,Saturday,BH,Ontario,User Created,4,Others,MISN,1
7/20/2019,Jul,Saturday,BH,Ontario,User Created,5,Others,IPVPN,2
7/20/2019,Jul,Saturday,NBH,Ontario,User Created,1,Others,IPVPN,1
7/20/2019,Jul,Saturday,NBH,Ontario,User Created,4,Other 2,IPVPN,1
7/21/2019,Jul,Sunday,BH,Alberta,User Created,1,Others,IPVPN,1
7/21/2019,Jul,Sunday,BH,Manitoba,User Created,3,Router,MISN,1
7/21/2019,Jul,Sunday,BH,Ontario,User Created,1,Switch,MISN,1
7/21/2019,Jul,Sunday,NBH,Ontario,User Created,4,Others,IPVPN,1
7/21/2019,Jul,Sunday,NBH,Ontario,User Created,4,Router,MISN,1
7/21/2019,Jul,Sunday,NBH,Quebec,User Created,4,Router,MISN,1
7/22/2019,Jul,Monday,BH,Alberta,User Created,3,Router,MISN,1
7/22/2019,Jul,Monday,BH,Alberta,User Created,4,Router,MISN,3
7/22/2019,Jul,Monday,BH,British Columbia,User Created,4,Router,MISN,1
7/22/2019,Jul,Monday,BH,Manitoba,User Created,4,Others,MISN,1
7/22/2019,Jul,Monday,BH,Ontario,User Created,1,Others,IPVPN,1
7/22/2019,Jul,Monday,BH,Ontario,User Created,2,Others,IPVPN,1
7/22/2019,Jul,Monday,BH,Ontario,User Created,2,Others,MISN,3
7/22/2019,Jul,Monday,BH,Ontario,User Created,3,Others,IPVPN,1
7/22/2019,Jul,Monday,BH,Ontario,User Created,3,Router,MISN,1
7/22/2019,Jul,Monday,BH,Ontario,User Created,4,Router,MISN,5
7/22/2019,Jul,Monday,BH,Quebec,User Created,2,Others,MISN,1
7/22/2019,Jul,Monday,BH,Quebec,User Created,3,Switch,MISN,1
7/22/2019,Jul,Monday,BH,Quebec,User Created,4,Other 2,MISN,1
7/22/2019,Jul,Monday,BH,Quebec,User Created,4,Router,MISN,1
7/22/2019,Jul,Monday,BH,Saskatchewan,User Created,3,Router,MISN,1
7/22/2019,Jul,Monday,BH,Saskatchewan,User Created,4,Router,MISN,4
7/22/2019,Jul,Monday,BH,State/Province not required,User Created,5,Router,MISN,1
7/22/2019,Jul,Monday,NBH,British Columbia,User Created,1,Others,IPVPN,1
7/22/2019,Jul,Monday,NBH,British Columbia,User Created,4,Router,MISN,1
7/22/2019,Jul,Monday,NBH,Manitoba,User Created,4,Router,MISN,1
7/22/2019,Jul,Monday,NBH,Ontario,User Created,1,Others,IPVPN,1
7/22/2019,Jul,Monday,NBH,Ontario,User Created,4,Others,IPVPN,1
7/22/2019,Jul,Monday,NBH,Ontario,User Created,4,Router,MISN,1
7/23/2019,Jul,Tuesday,BH,Alberta,User Created,1,Others,IPVPN,1
7/23/2019,Jul,Tuesday,BH,Alberta,User Created,1,Router,MISN,1
7/23/2019,Jul,Tuesday,BH,Nova Scotia,User Created,3,Others,IPVPN,1
7/23/2019,Jul,Tuesday,BH,Ontario,User Created,1,Others,IPVPN,1
7/23/2019,Jul,Tuesday,BH,Quebec,User Created,2,Others,MISN,1
7/23/2019,Jul,Tuesday,BH,State/Province not required,User Created,3,Router,MISN,1
7/23/2019,Jul,Tuesday,BH,State/Province not required,User Created,5,Router,MISN,1
7/23/2019,Jul,Tuesday,NBH,British Columbia,User Created,4,Switch,MISN,2
7/23/2019,Jul,Tuesday,NBH,New Brunswick,User Created,2,Others,IPVPN,1
7/23/2019,Jul,Tuesday,NBH,Ontario,User Created,3,Others,MISN,1
7/23/2019,Jul,Tuesday,NBH,Ontario,User Created,4,Router,MISN,1
7/23/2019,Jul,Tuesday,NBH,Quebec,User Created,2,Others,IPVPN,1
7/24/2019,Jul,Wednesday,BH,British Columbia,User Created,4,Router,MISN,1
7/24/2019,Jul,Wednesday,BH,Manitoba,User Created,4,Others,IPVPN,1
7/24/2019,Jul,Wednesday,BH,Manitoba,User Created,4,Router,MISN,1
7/24/2019,Jul,Wednesday,BH,Ontario,User Created,3,Other 2,MISN,1
7/24/2019,Jul,Wednesday,BH,Ontario,User Created,4,Router,MISN,1
7/24/2019,Jul,Wednesday,BH,Saskatchewan,User Created,2,Others,MISN,1
7/24/2019,Jul,Wednesday,NBH,Alberta,User Created,4,Router,MISN,2
7/24/2019,Jul,Wednesday,NBH,British Columbia,User Created,1,Others,MISN,1
7/24/2019,Jul,Wednesday,NBH,Manitoba,User Created,3,Router,MISN,1
7/24/2019,Jul,Wednesday,NBH,Ontario,User Created,1,Others,IPVPN,1
7/24/2019,Jul,Wednesday,NBH,Ontario,User Created,3,Others,IPVPN,1
7/24/2019,Jul,Wednesday,NBH,Quebec,User Created,1,Others,IPVPN,1
7/24/2019,Jul,Wednesday,NBH,Quebec,User Created,1,Others,MISN,1
7/24/2019,Jul,Wednesday,NBH,Quebec,User Created,4,Others,IPVPN,1
7/24/2019,Jul,Wednesday,NBH,Quebec,User Created,4,Router,MISN,1
7/24/2019,Jul,Wednesday,NBH,Saskatchewan,User Created,3,Others,IPVPN,2
7/25/2019,Jul,Thursday,BH,Alberta,User Created,4,Other 2,MISN,1
7/25/2019,Jul,Thursday,BH,British Columbia,User Created,4,Other 2,MISN,2
7/25/2019,Jul,Thursday,BH,British Columbia,User Created,4,Router,MISN,1
7/25/2019,Jul,Thursday,BH,New Brunswick,User Created,4,Other 2,MISN,4
7/25/2019,Jul,Thursday,BH,Nova Scotia,User Created,4,Others,IPVPN,1
7/25/2019,Jul,Thursday,BH,Ontario,User Created,3,Others,IPVPN,1
7/25/2019,Jul,Thursday,BH,Ontario,User Created,3,Switch,MISN,1
7/25/2019,Jul,Thursday,BH,Ontario,User Created,4,Other 2,MISN,8
7/25/2019,Jul,Thursday,BH,Ontario,User Created,4,Others,MISN,3
7/25/2019,Jul,Thursday,BH,OtherUSA,User Created,3,Others,IPVPN,1
7/25/2019,Jul,Thursday,BH,Quebec,User Created,2,Others,IPVPN,1
7/25/2019,Jul,Thursday,BH,Quebec,User Created,3,Others,MISN,1
7/25/2019,Jul,Thursday,BH,Quebec,User Created,4,Other 2,MISN,30
7/25/2019,Jul,Thursday,BH,Quebec,User Created,4,Others,MISN,3
7/25/2019,Jul,Thursday,BH,Saskatchewan,User Created,3,Router,MISN,1
7/25/2019,Jul,Thursday,NBH,Alberta,User Created,2,Others,IPVPN,1
7/25/2019,Jul,Thursday,NBH,Ontario,User Created,5,Others,IPVPN,1
7/26/2019,Jul,Friday,BH,Ontario,User Created,3,Router,MISN,1
7/26/2019,Jul,Friday,BH,Ontario,User Created,5,Others,MISN,1
7/26/2019,Jul,Friday,BH,Quebec,User Created,1,Others,IPVPN,1
7/26/2019,Jul,Friday,BH,Quebec,User Created,1,Others,MISN,1
7/26/2019,Jul,Friday,BH,Quebec,User Created,4,Others,MISN,2
7/26/2019,Jul,Friday,BH,State/Province not required,User Created,2,Others,IPVPN,1
7/26/2019,Jul,Friday,NBH,Ontario,User Created,1,Others,MISN,1
7/26/2019,Jul,Friday,NBH,Quebec,User Created,3,Other 2,MISN,1
7/27/2019,Jul,Saturday,BH,State/Province not required,User Created,1,Others,MISN,1
7/27/2019,Jul,Saturday,NBH,Ontario,User Created,1,Router,MISN,1
7/28/2019,Jul,Sunday,BH,Alberta,User Created,4,Router,MISN,1
7/28/2019,Jul,Sunday,BH,Ontario,User Created,1,Others,IPVPN,1
